0 -1 -8 -1 -7 0 0 0 0 1333 835 
0 -1 -8 0 -7 0 0 0 0 1250 844 
0 0 -7 0 -7 0 0 0 0 1222 810 
0 0 -7 0 -7 0 0 0 0 1316 756 
0 0 -6 0 -6 0 0 0 0 1245 752 
0 0 -5 0 -5 0 0 0 0 1156 733 
0 0 -4 0 -4 0 0 0 0 1173 750 
0 0 -3 0 -3 0 0 0 0 1077 714 
0 4 7 3 5 1 1 1 1 832 518 
0 4 6 3 6 1 1 1 1 953 597 
0 3 6 3 6 1 1 1 1 866 517 
0 3 7 3 6 1 1 1 1 888 539 
0 3 7 2 6 1 1 1 1 893 537 
0 4 8 2 7 1 1 1 1 908 511 
0 4 9 2 7 1 1 1 1 898 511 
0 5 10 2 8 1 1 1 1 927 553 
0 5 11 2 8 1 1 1 1 934 515 
0 6 12 3 9 1 1 1 1 889 466 
0 6 13 3 10 1 1 1 1 886 549 
0 6 13 3 10 1 1 1 1 887 513 
0 -8 -7 -4 -2 0 0 0 0 2605 1352 
0 -14 -13 -6 -6 0 0 0 0 2342 1340 
0 -18 -19 -8 -9 0 0 0 0 2275 1306 
0 -22 -25 -10 -12 0 0 0 0 2215 1421 
0 -28 -32 -11 -15 0 0 0 0 2352 1339 
0 -28 -33 -13 -18 0 0 0 0 2118 1329 
0 -25 -32 -14 -21 0 0 0 0 2108 1352 
0 -23 -31 -15 -24 0 0 0 0 2153 1348 
0 -21 -31 -16 -26 0 0 0 0 2077 1326 
0 -19 -30 -18 -29 0 0 0 0 2208 1368 
0 -17 -30 -17 -30 0 0 0 0 2154 1371 
0 -16 -31 -15 -29 0 0 0 0 2013 1408 
0 8 -12 2 -18 1 0 1 0 1858 1150 
0 10 -10 4 -15 1 0 1 0 1798 1029 
0 11 -6 6 -12 1 0 1 0 1765 1194 
0 13 -3 7 -9 1 0 1 0 1755 1131 
0 14 0 8 -6 1 0 1 0 1684 1062 
0 14 1 9 -4 1 1 1 0 1680 1037 
0 6 -1 7 0 1 0 1 0 1705 1074 
0 2 -2 6 1 1 0 1 1 1612 1056 
0 1 0 3 1 1 0 1 1 1479 963 
0 0 0 1 1 1 0 1 1 1601 986 
0 0 0 0 1 0 1 1 1 1481 933 
0 -1 1 -1 1 0 1 0 1 1470 949 
0 -1 1 -1 1 0 1 0 1 1455 955 
0 -1 2 -1 2 0 1 0 1 1392 932 
0 -1 3 -1 3 0 1 0 1 1376 885 
0 -1 3 -1 3 0 1 0 1 1568 979 
0 -1 4 -1 4 0 1 0 1 1364 886 
0 -1 4 -1 4 0 1 0 1 1470 918 
0 -1 4 -1 4 0 1 0 1 1463 963 
